text,label_class,label_author,source_id,label,author,sample_id
"Sir Walter Elliot, of Kellynch Hall, in Somersetshire, was a man who, for his own amusement, never took up any book but the Baronetage; there he found occupation for an idle hour, and consolation in a distressed one; there his faculties were roused into admiration and respect, by contemplating the limited remnant of the earliest patents; there any unwelcome sensations, arising from domestic affairs changed naturally into pity and contempt as he turned over the almost endless creations of the last century; and there, if every other leaf were powerless, he could read his own history with an interest which never failed. This was the page at which the favourite volume always opened:",A,Austen,Austen_105,Human,Austen,train_10
"The visitation room at the state penitentiary was divided by thick, smudged plexiglass, a physical manifestation of the chasm between David and his incarcerated brother. They spoke through staticky phones, their voices stripped of warmth by the cheap electronics. David looked at the hollowed-out face of his sibling, a man serving twenty years for a non-violent drug offense, a casualty of mandatory minimums and a ruthless political agenda. The system had demanded retribution rather than justice, throwing away a life to satisfy a statistical quota. David felt a profound, burning anger at the hypocrisy of the laws, realizing that true criminality often resided in the polished halls where legislation was drafted, not just on the desperate streets. He pressed his hand against the glass, a futile gesture of connection, watching the system methodically grind down the humanity of the man sitting on the other side.",B,None,AI_Gen_14,AI_Generic,None,train_11
"He kept the brass pocket watch on his nightstand, its hands permanently frozen at 3:14. It had belonged to a fellow soldier in a desert entirely too far from home. He remembered the blinding flash, the concussive force, and the terrible silence that followed. The survivor's guilt was a pervasive shadow, a voice in his head that constantly questioned why he got to return to the quiet comfort of civilian life while his friend remained boxed in the earth. He sought redemption in obsessive productivity, founding a nonprofit to help veterans navigate the VA system. He worked with a frantic, burning intensity, trying to live a life large enough for two people. It was a noble pursuit, driven by a profound regret, a desperate attempt to balance a cosmic ledger that would always remain stubbornly, tragically unequal.",B,None,AI_Gen_98,AI_Generic,None,train_12
"The letter of apology sat on his desk for three weeks before he found the courage to buy a stamp. Reaching out to his estranged sister after a decade of stubborn silence felt akin to disarming a landmine; one wrong word could detonate whatever fragile goodwill remained. When they finally met at a neutral diner halfway between their respective cities, the awkwardness hung thick over the table. They stirred their coffees in agonizing silence, both painfully aware of the missed birthdays, the unattended funerals, and the sheer volume of time wasted on a petty inheritance dispute. Redemption, he realized, was not a sudden, cinematic wash of forgiveness. It was this clumsy, terrifying work of looking across a laminated menu at a stranger who shared his eyes, and quietly admitting that he had been entirely, disastrously wrong.",B,None,AI_Gen_44,AI_Generic,None,train_13
"His father’s hands were mapped with the pale, thick scars of a lifetime spent in the sheet metal union, knuckles permanently swollen from decades of manual labor. Sitting across from him at the diner, the son felt a sudden wave of guilt as he tapped out an email on his phone. His own hands were soft, uncalloused, entirely suited for the abstract, digital world where he earned in a week what his father had made in a year. There was an unspoken chasm between them now, built of stock options and software algorithms that the older man could not comprehend. The father looked at the glowing screen with a mixture of immense pride and quiet sorrow, recognizing that the very sacrifices he made to give his son a better life had successfully engineered a world where they no longer spoke the same language.",B,None,AI_Gen_41,AI_Generic,None,train_14
"Elinor saw, with concern, the excess of her sister’s sensibility; but by Mrs. Dashwood it was valued and cherished. They encouraged each other now in the violence of their affliction. The agony of grief which overpowered them at first, was voluntarily renewed, was sought for, was created again and again. They gave themselves up wholly to their sorrow, seeking increase of wretchedness in every reflection that could afford it, and resolved against ever admitting consolation in future. Elinor, too, was deeply afflicted; but still she could struggle, she could exert herself. She could consult with her brother, could receive her sister-in-law on her arrival, and treat her with proper attention; and could strive to rouse her mother to similar exertion, and encourage her to similar forbearance.",A,Austen,Austen_161,Human,Austen,train_15
"The Assize week, which brought the judges of the realm to the county town, was anticipated with the greatest eagerness, not for the triumph of justice, but for the resulting assemblies and balls. It was considered quite the most festive time of the year. While miserable felons awaited the terrifying pronouncement of their fate in the dank holding cells below, the upper rooms of the town hall blazed with candlelight, where the wives and daughters of the magistrates danced until three in the morning. The juxtaposition of a hanging in the morning with a cotillion in the evening was managed without the slightest disturbance to the nerves of the local ladies, who merely drew their carriage blinds to avoid the less agreeable sights of the judicial process.",C,Austen,AI_Imp_A_8,AI_Impostor,Austen,train_16
"The boy sat on the edge of the curb, entirely absorbed in the movements of a line of ants carrying breadcrumbs toward a crack in the pavement. His sneakers were worn through at the toes, and his jacket was missing a button, but his focus was absolute and serene. He was mapping an invisible empire, completely detached from the shouting match echoing from the open window of his apartment above. The harsh words of his parents rained down, sharp and jagged, but for now, they bounced off the protective bubble of his imagination. It was a fragile innocence, a temporary grace period before the weight of his environment would inevitably seep in, teaching him the bitter adult languages of anger and resentment. For this fleeting afternoon, however, he was merely an observer of a tiny, perfect world.",B,None,AI_Gen_58,AI_Generic,None,train_17
"She watched her grandfather slowly lose the geography of his own mind. Dementia was a cruel thief, stripping away the decades of shared history until he barely recognized his own daughter. Yet, the family remained fiercely loyal to the shell that remained. They rotated shifts, bathing him, feeding him, and patiently answering the same questions every ten minutes. It was an exhausting, thankless devotion, a profound act of loyalty to the memory of the man he used to be. There was no betrayal in his forgetting, only a tragic biological failure. Their care was a stubborn refusal to abandon him to the void, a testament to the fact that true family loyalty does not require recognition or reciprocity; it demands only presence, even when the person you are guarding has already slipped away.",B,None,AI_Gen_81,AI_Generic,None,train_18
"Sarah tallied the receipts on the worn laminate counter, her stomach tightening with every number she punched into the old calculator. It was a simple, brutal equation: the income from her three part-time jobs was fundamentally insufficient to meet the rising cost of basic existence. She systematically decided which bill would go unpaid this month, a high-stakes juggling act that left her permanently exhausted. The grocery store aisles had become a landscape of denial, where she mentally calculated the price per ounce and put back anything that resembled a luxury, including fresh fruit. She lived in a constant state of triage, repairing worn-out shoes with glue and rationing medication. The narrative of hard work leading to success felt like a vicious lie told by those who had never had to choose between heating the apartment and paying for a root canal. Her poverty was not a lack of effort; it was a structural cage.",B,None,AI_Gen_4,AI_Generic,None,train_19
"They were not long able, however, to enjoy the repose of the eminence they had so laboriously gained. Everybody was shortly in motion for tea, and they must squeeze out like the rest. Catherine began to feel something of disappointment—she was tired of being continually pressed against by people, the generality of whose faces possessed nothing to interest, and with all of whom she was so wholly unacquainted that she could not relieve the irksomeness of imprisonment by the exchange of a syllable with any of her fellow captives; and when at last arrived in the tea-room, she felt yet more the awkwardness of having no party to join, no acquaintance to claim, no gentleman to assist them. They saw nothing of Mr. Allen; and after looking about them in vain for a more eligible situation, were obliged to sit down at the end of a table, at which a large party were already placed, without having anything to do there, or anybody to speak to, except each other.",A,Austen,Austen_121,Human,Austen,train_20
"London did not merely wake; it roused itself with the groaning, rattling shudder of a great, soot-stained leviathan disturbed from a restless, feverish slumber. Its myriad chimneys exhaled thick plumes of black smoke, a foul and choking breath that mingled with the yellow fog rolling in off the river, creating a dense miasma that seemed to possess a malicious, crawling life of its own. The metropolis breathed heavily—a congested, asthmatic giant—its lungs filled with the abrasive dust of a million coal fires, coughing and sputtering in the damp morning chill. It cared nothing for the individual cells that comprised its vast, sprawling body; it merely demanded the daily sacrifice of their sweat and labor to fuel the ceaseless, roaring furnace of its own monstrous, urban metabolism.",C,Dickens,AI_Imp_D_46,AI_Impostor,Dickens,train_21
"But it is in the shadowed, secretive hours of the night that the city sheds its respectable, bustling garments and reveals its true, terrifying anatomy. The gas-lamps, struggling valiantly to pierce the swirling gloom, appear as sickly, inflamed eyes blinking through the mist. The muffled sounds of distant, drunken shouts and the scuff of hurried, furtive footsteps form the slow, erratic pulse of the nocturnal beast. In these dark and twisting corridors, the metropolis becomes a predatory creature; an intricate, inescapable web where secrets fester like open sores, and the wretched of the earth scurry like desperate parasites within the belly of a slumbering giant, waiting with cold, stony patience for the sun to rise and the relentless feeding to begin anew.",C,Dickens,AI_Imp_D_48,AI_Impostor,Dickens,train_22
"On their way to the magistrate, Mr. Bumble instructed Oliver that all he would have to do, would be to look very happy, and say, when the gentleman asked him if he wanted to be apprenticed, that he should like it very much indeed; both of which injunctions Oliver promised to obey: the rather as Mr. Bumble threw in a gentle hint, that if he failed in either particular, there was no telling what would be done to him. When they arrived at the office, he was shut up in a little room by himself, and admonished by Mr. Bumble to stay there, until he came back to fetch him.",A,Dickens,Dickens_730,Human,Dickens,train_23
"He had promised his brother he wouldn't tell, sealing the pact with a solemn nod in the driveway before the police arrived. For five years, he carried the weight of that lie, a heavy, jagged stone in his gut. He watched an innocent man go to prison, while his brother built a comfortable life, married, and had a daughter. The loyalty to his blood was slowly poisoning his own soul. When the guilt finally overwhelmed him, he walked into the precinct and confessed to the cover-up. The fallout was catastrophic. His brother cursed his name, and his parents stopped taking his calls, treating him as a pariah for breaking the sacred code of the family. He had chosen moral truth over familial loyalty, and the reward was a devastating, absolute exile.",B,None,AI_Gen_80,AI_Generic,None,train_24
"It is a terrible thing to sit by a dying fire, listening to the wind rattling the casement, and to realize that the great ledger of one's existence is filled largely with the ink of selfishness and missed opportunities. The old miser, staring into the fading coals, sees not warmth, but the faces of those he ruined, their silent accusations piercing him more deeply than the bitterest winter frost. Yet, even in the darkest, most encrusted heart, there lies a dormant ember of grace; a sudden, agonizing awakening to the pain of others that, though it brings a tempest of sorrowful tears, may finally wash away the grime of a lifetime, leaving the spirit battered, bleeding, but profoundly and miraculously cleansed.",C,Dickens,AI_Imp_D_22,AI_Impostor,Dickens,train_25
"The gentleman with the white waistcoat was standing at the gate with his hands behind him, after having delivered himself of some profound sentiments in the board-room. Having witnessed the little dispute between Mr. Gamfield and the donkey, he smiled joyously when that person came up to read the bill, for he saw at once that Mr. Gamfield was exactly the sort of master Oliver Twist wanted. Mr. Gamfield smiled, too, as he perused the document; for five pounds was just the sum he had been wishing for; and, as to the boy with which it was encumbered, Mr. Gamfield, knowing what the dietary of the workhouse was, well knew he would be a nice small pattern, just the very thing for register stoves. So, he spelt the bill through again, from beginning to end; and then, touching his fur cap in token of humility, accosted the gentleman in the white waistcoat.",A,Dickens,Dickens_730,Human,Dickens,train_26
"The scent of jasmine blooming on the trellis instantly transported him back to a summer in his twenties, a time of naive promises and profound heartbreak. He remembered the exact look on her face when he told her he was taking the job overseas, prioritizing his ambition over their shared future. Decades later, with a successful career and a sprawling, empty house, the memory flared with a sharp, sudden clarity. He had achieved everything he set out to do, but the regret of that specific abandonment was a cold draft in his otherwise comfortable life. He sat on the porch, letting the scent wash over him, accepting that some mistakes cannot be fixed or redeemed. They simply become part of the architecture of who we are, load-bearing pillars of regret supporting the roof of our eventual wisdom.",B,None,AI_Gen_99,AI_Generic,None,train_27
"In addition to what has been already said of Catherine Morland’s personal and mental endowments, when about to be launched into all the difficulties and dangers of a six weeks’ residence in Bath, it may be stated, for the reader’s more certain information, lest the following pages should otherwise fail of giving any idea of what her character is meant to be, that her heart was affectionate; her disposition cheerful and open, without conceit or affectation of any kind—her manners just removed from the awkwardness and shyness of a girl; her person pleasing, and, when in good looks, pretty—and her mind about as ignorant and uninformed as the female mind at seventeen usually is.",A,Austen,Austen_121,Human,Austen,train_28
"The preservation of moral superiority requires an unflagging vigilance over the conduct of one's neighbors, a duty that the ladies of Hensbridge undertook with heroic dedication. Whenever a young woman of their acquaintance displayed the slightest imprudence—a laugh pitched a fraction too high, or a conversation with a gentleman prolonged beyond the strict bounds of necessity—her friends gathered with astonishing alacrity to deplore her impending ruin. They lamented her lack of judgment over cups of excellent tea, shaking their heads with a sorrow that looked remarkably like exhilaration. It was a melancholy duty, they assured one another, to discuss such shocking impropriety, but their tender consciences would allow them no rest until every detail of the scandal had been thoroughly examined and widely broadcast. Thus is the sacred banner of social purity upheld, entirely supported by the most vicious and delighted whisperings.",C,Austen,AI_Imp_A_31,AI_Impostor,Austen,train_29
"He was at that time a very young man, just engaged in the study of the law; and Elizabeth found him extremely agreeable, and every plan in his favour was confirmed. He was invited to Kellynch Hall; he was talked of and expected all the rest of the year; but he never came. The following spring he was seen again in town, found equally agreeable, again encouraged, invited, and expected, and again he did not come; and the next tidings were that he was married. Instead of pushing his fortune in the line marked out for the heir of the house of Elliot, he had purchased independence by uniting himself to a rich woman of inferior birth.",A,Austen,Austen_105,Human,Austen,train_30
"The siren cut through the humid night air, a sharp, wailing note that instantly altered the chemistry of the neighborhood. Blue and red lights pulsed against the brick walls of the alleyway, illuminating the discarded syringe and the crumpled figure on the ground. A rookie cop stood over the scene, notebook in hand, trying to maintain an air of professional detachment while his stomach churned. He was supposed to enforce the law, to draw a stark line between right and wrong, but the reality on the asphalt was a tragic, tangled mess of poverty and addiction. Writing a report felt like applying a band-aid to a severed artery. The crime was clear, but the guilt felt diffuse, spread thin across a city that had allowed the margins to decay until they bred only this inevitable, quiet devastation.",B,None,AI_Gen_67,AI_Generic,None,train_31
"Now, it is a fact, that there was nothing at all particular about the knocker on the door, except that it was very large. It is also a fact, that Scrooge had seen it, night and morning, during his whole residence in that place; also that Scrooge had as little of what is called fancy about him as any man in the city of London, even including--which is a bold word--the corporation, aldermen, and livery. Let it also be borne in mind that Scrooge had not bestowed one thought on Marley, since his last mention of his seven years' dead partner that afternoon. And then let any man explain to me, if he can, how it happened that Scrooge, having his key in the lock of the door, saw in the knocker, without its undergoing any intermediate process of change--not a knocker, but Marley's face.",A,Dickens,Dickens_46,Human,Dickens,train_32
"The letter of apology sat on her desk, drafted and rewritten a dozen times until the paper was soft and warped. Reaching out to the former friend she had betrayed in high school felt like navigating a minefield of old, petty cruelties. She remembered the thrill of the gossip, the easy way she had sacrificed a profound friendship for the fleeting approval of the popular crowd. The regret had ripened over the years, maturing from adolescent defensiveness into a deep, agonizing shame. Mailing the letter offered no guarantee of absolution. She knew her friend might tear it up or reply with justifiable anger. But true redemption demanded the surrender of outcome. It was the simple, terrifying act of placing the truth in the mail, offering accountability without demanding forgiveness in return.",B,None,AI_Gen_97,AI_Generic,None,train_33
"Clara packed the suitcase with methodical precision, carefully folding her daughter’s clothes while tears silently tracked down her cheeks. She was doing the unthinkable: taking the child and leaving in the middle of the night, betraying her marriage vows to save her daughter from a household suffocating under her husband's quiet, psychological tyranny. The loyalty she had promised at the altar had become a weapon used against her, demanding her submission and silence. She had wrestled with the agonizing choice for months, torn between the sacredness of the family unit and the desperate need to protect the innocent life she had brought into it. As she closed the front door behind them, stepping into the cold night, she knew she would be branded a traitor by their community, but she accepted the title, realizing that true loyalty sometimes required burning the entire house down.",B,None,AI_Gen_28,AI_Generic,None,train_34
"They must retrench; that did not admit of a doubt. But she was very anxious to have it done with the least possible pain to him and Elizabeth. She drew up plans of economy, she made exact calculations, and she did what nobody else thought of doing: she consulted Anne, who never seemed considered by the others as having any interest in the question. She consulted, and in a degree was influenced by her in marking out the scheme of retrenchment which was at last submitted to Sir Walter. Every emendation of Anne’s had been on the side of honesty against importance. She wanted more vigorous measures, a more complete reformation, a quicker release from debt, a much higher tone of indifference for everything but justice and equity.",A,Austen,Austen_105,Human,Austen,train_35
"She learned early on that the right zip code was a skeleton key to opportunities that talent alone could never unlock. To afford the rent in the prestigious school district, she worked two exhausting jobs, commuting an hour each way from a tiny, sunless apartment. She dressed her daughter in careful, secondhand imitations of the local fashion, coaching her to seamlessly blend in with the children of doctors and lawyers. It was an exercise in social mimicry, a desperate gambit to rewrite her child’s future. The exhaustion etched deep lines into her face, but watching her daughter confidently navigate the school's science fair, entirely accepted by her affluent peers, made the brutal sacrifice worthwhile. She was purchasing class mobility with her own physical vitality, literally trading her present so her daughter could inherit a brighter, easier future.",B,None,AI_Gen_93,AI_Generic,None,train_36
"As night fell, the metropolis shed its daytime pragmatism and revealed its nocturnal nervous system. Neon signs flickered to life, firing like neon synapses across the dark canvas of the entertainment district. The city’s energy shifted from the bright, relentless logic of commerce to the erratic, feverish impulses of desire and consumption. Sirens wailed in the distance, white blood cells rushing toward some unseen trauma in the labyrinth of the grid. The pavement retained the heat of the day, radiating a low, physical warmth that made the streets feel startlingly alive. Standing on a rooftop, one could feel the low-frequency hum of the city, a steady, electrical purr proving that the organism never truly slept, but merely transitioned into a different, darker state of consciousness.",B,None,AI_Gen_83,AI_Generic,None,train_37
"The mention of Marley's funeral brings me back to the point I started from. There is no doubt that Marley was dead. This must be distinctly understood, or nothing wonderful can come of the story I am going to relate. If we were not perfectly convinced that Hamlet's Father died before the play began, there would be nothing more remarkable in his taking a stroll at night, in an easterly wind, upon his own ramparts, than there would be in any other middle-aged gentleman rashly turning out after dark in a breezy spot--say Saint Paul's Churchyard for instance-- literally to astonish his son's weak mind.",A,Dickens,Dickens_46,Human,Dickens,train_38
"The preservation of moral superiority in society requires an unflagging dedication to discovering the faults of others. Mrs. Elton was never so happily engaged as when she was lamenting the scandalous behavior of her neighbors, dissecting their motives with a surgical precision that she entirely failed to apply to her own conduct. She could deliver a most moving discourse on the virtues of Christian humility whilst simultaneously elbowing her way to the head of the supper table. It is a remarkable feature of the human character that the loudest demands for propriety generally issue from those who require society's strictures to disguise their own inherent lack of amiability.",C,Austen,AI_Imp_A_9,AI_Impostor,Austen,train_39
"The door of Scrooge's counting-house was open that he might keep his eye upon his clerk, who in a dismal little cell beyond, a sort of tank, was copying letters. Scrooge had a very small fire, but the clerk's fire was so very much smaller that it looked like one coal. But he couldn't replenish it, for Scrooge kept the coal-box in his own room; and so surely as the clerk came in with the shovel, the master predicted that it would be necessary for them to part. Wherefore the clerk put on his white comforter, and tried to warm himself at the candle; in which effort, not being a man of a strong imagination, he failed.",A,Dickens,Dickens_46,Human,Dickens,train_40
"Marley's face. It was not in impenetrable shadow as the other objects in the yard were, but had a dismal light about it, like a bad lobster in a dark cellar. It was not angry or ferocious, but looked at Scrooge as Marley used to look: with ghostly spectacles turned up on its ghostly forehead. The hair was curiously stirred, as if by breath or hot air; and, though the eyes were wide open, they were perfectly motionless. That, and its livid colour, made it horrible; but its horror seemed to be in spite of the face and beyond its control, rather than a part of its own expression.",A,Dickens,Dickens_46,Human,Dickens,train_41
"The will was read in a stuffy lawyer’s office, the air thick with anticipation and long-held grievances. When it was revealed that the bulk of the estate had been left to the youngest sister—the one who had stayed behind to administer the medications and manage the hospice care—the room erupted. The older brothers, who had built successful lives in other cities, suddenly spoke of fairness and equal shares, conveniently forgetting the grueling, unglamorous years of sacrifice their sister had endured. The betrayal was immediate and ugly, a frantic grasping for assets that completely dismissed her profound loyalty. The inheritance tore through the fragile fabric of their sibling bond like a ragged blade, proving that family loyalty is often heavily contingent on the equitable distribution of an old man’s wealth.",B,None,AI_Gen_79,AI_Generic,None,train_42
Chapter I.  Chapter II.  Chapter III.  Chapter IV.  Chapter V.  Chapter VI.  Chapter VII.  Chapter VIII.  Chapter IX.  Chapter X.  Chapter XI.  Chapter XII.  Chapter XIII.  Chapter XIV.  Chapter XV.  Chapter XVI.  Chapter XVII.  Chapter XVIII.  Chapter XIX.  Chapter XX.  Chapter XXI.  Chapter XXII.  Chapter XXIII.  Chapter XXIV.  Chapter XXV.  Chapter XXVI.  Chapter XXVII.  Chapter XXVIII.  Chapter XXIX.  Chapter XXX.  Chapter XXXI.  Chapter XXXII.  Chapter XXXIII.  Chapter XXXIV.  Chapter XXXV.  Chapter XXXVI.  Chapter XXXVII.  Chapter XXXVIII.  Chapter XXXIX.  Chapter XL.  Chapter XLI.  Chapter XLII.  Chapter XLIII.  Chapter XLIV.  Chapter XLV.  Chapter XLVI.  Chapter XLVII.  Chapter XLVIII.  Chapter XLIX.  Chapter L.  Chapter LI.  Chapter LII.  Chapter LIII.  Chapter LIV.  Chapter LV.  Chapter LVI.  Chapter LVII.  Chapter LVIII.  Chapter LIX.,A,Dickens,Dickens_1400,Human,Dickens,train_43
"A few years before, Anne Elliot had been a very pretty girl, but her bloom had vanished early; and as even in its height, her father had found little to admire in her, (so totally different were her delicate features and mild dark eyes from his own), there could be nothing in them, now that she was faded and thin, to excite his esteem. He had never indulged much hope, he had now none, of ever reading her name in any other page of his favourite work. All equality of alliance must rest with Elizabeth, for Mary had merely connected herself with an old country family of respectability and large fortune, and had therefore _given_ all the honour and received none: Elizabeth would, one day or other, marry suitably.",A,Austen,Austen_105,Human,Austen,train_44
"Winter arrived and forced the city into a shivering, defensive posture. The towering glass structures funneled the bitter winds down to the pavement, creating artificial canyons of freezing air. Steam rose from the manhole covers like the ragged breath of an exhausted giant. The organism slowed its metabolic rate, the outdoor cafes and vibrant public parks abandoned for the insulated warmth of crowded indoor spaces. Snowplows scraped the streets with a metallic roar, scraping away the ice to keep the critical arteries open. The city became a hostile host, aggressively shedding the weak and the unprepared. It demanded a fierce resilience from its inhabitants, a stubborn refusal to be frozen out, as the massive concrete creature hunkered down to survive the brutal, darkening turn of the season.",B,None,AI_Gen_87,AI_Generic,None,train_45
"""There are many things from which I might have derived good, by which I have not profited, I dare say,"" returned the nephew. ""Christmas among the rest. But I am sure I have always thought of Christmas time, when it has come round--apart from the veneration due to its sacred name and origin, if anything belonging to it can be apart from that--as a good time; a kind, forgiving, charitable, pleasant time; the only time I know of, in the long calendar of the year, when men and women seem by one consent to open their shut-up hearts freely, and to think of people below them as if they really were fellow-passengers to the grave, and not another race of creatures bound on other journeys. And therefore, uncle, though it has never put a scrap of gold or silver in my pocket, I believe that it has done me good, and will do me good; and I say, God bless it!""",A,Dickens,Dickens_46,Human,Dickens,train_46
"She visited her brother on alternating Sundays, enduring the invasive security screenings and the heavy scent of institutional cleaner. The visiting room was a stark space of bolted-down tables and strictly enforced boundaries. They sat across from each other, attempting to sustain a normal conversation while guards paced the perimeter. He spoke of his appeals and the intricate politics of his cellblock, a parallel universe with its own ruthless laws. She saw the ways the prison was reshaping him, hardening his edges and burying his natural empathy beneath a necessary, defensive cruelty. The justice system was designed to punish the crime, but she witnessed the collateral damage firsthand. The state was not just taking his time; it was actively eroding his humanity, molding him into a shape that would never properly fit back into the outside world.",B,None,AI_Gen_69,AI_Generic,None,train_47
"Vanity was the beginning and the end of Sir Walter Elliot’s character; vanity of person and of situation. He had been remarkably handsome in his youth; and, at fifty-four, was still a very fine man. Few women could think more of their personal appearance than he did, nor could the valet of any new made lord be more delighted with the place he held in society. He considered the blessing of beauty as inferior only to the blessing of a baronetcy; and the Sir Walter Elliot, who united these gifts, was the constant object of his warmest respect and devotion.",A,Austen,Austen_105,Human,Austen,train_48
